,Name,Global_Sales,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,index,Year_of_Release,Genre,Publisher,Developer,Rating
627,Brink,1.94,0.94,0.02,0.24,70.0,162.0,5.866666666666667,1119.0,8130,2011.0,Shooter,Bethesda Softworks,Splash Damage,T
1403,Dragon Ball Z: Budokai 3,1.94,1.09,0.65,0.04,77.0,32.0,8.9,137.0,886,2004.0,Fighting,Atari,Dimps Corporation,T
626,Brink,1.94,0.94,0.02,0.24,70.0,162.0,5.866666666666667,1119.0,2806,2011.0,Shooter,Bethesda Softworks,Splash Damage,T
461,Ben 10: Protector of Earth,1.94,0.77,0.0,0.31,61.5,10.0,7.45,32.0,2866,2007.0,Action,D3Publisher,High Voltage Software,E10+
460,Ben 10: Protector of Earth,1.94,0.77,0.0,0.31,61.5,10.0,7.45,32.0,1633,2007.0,Action,D3Publisher,High Voltage Software,E10+
683,Burnout Revenge,1.9300000000000002,1.49,0.0,0.17,89.33333333333333,178.0,8.433333333333335,320.0,2295,2005.0,Racing,Electronic Arts,Criterion Games,E10+
3765,NCAA Football 14,1.9300000000000002,1.76,0.0,0.16999999999999998,77.0,27.0,6.0,114.0,2468,2013.0,Sports,Electronic Arts,EA Tiburon,E
684,Burnout Revenge,1.9300000000000002,1.49,0.0,0.17,89.33333333333333,178.0,8.433333333333335,320.0,3776,2005.0,Racing,Electronic Arts,Criterion Games,E10+
685,Burnout Revenge,1.9300000000000002,1.49,0.0,0.17,89.33333333333333,178.0,8.433333333333335,320.0,3983,2006.0,Racing,Electronic Arts,Criterion Games,E10+
5043,Skate 2,1.9300000000000002,1.28,0.02,0.21,84.0,120.0,7.9,125.0,1890,2009.0,Sports,Electronic Arts,EA Black Box,T
5044,Skate 2,1.9300000000000002,1.28,0.02,0.21,84.0,120.0,7.9,125.0,2462,2009.0,Sports,Electronic Arts,EA Black Box,T
3764,NCAA Football 14,1.9300000000000002,1.76,0.0,0.16999999999999998,77.0,27.0,6.0,114.0,1872,2013.0,Sports,Electronic Arts,EA Tiburon,E
6358,Ultimate Spider-Man,1.93,1.5099999999999998,0.0,0.15000000000000002,73.4,162.0,7.5,117.0,5077,2005.0,Action,Activision,Treyarch,T
6359,Ultimate Spider-Man,1.93,1.5099999999999998,0.0,0.15000000000000002,73.4,162.0,7.5,117.0,5823,2005.0,Action,Activision,Vicarious Visions,E10+
6357,Ultimate Spider-Man,1.93,1.5099999999999998,0.0,0.15000000000000002,73.4,162.0,7.5,117.0,4861,2005.0,Action,Activision,Treyarch,T
6360,Ultimate Spider-Man,1.93,1.5099999999999998,0.0,0.15000000000000002,73.4,162.0,7.5,117.0,8715,2005.0,Action,Activision,Vicarious Visions,E10+
6356,Ultimate Spider-Man,1.93,1.5099999999999998,0.0,0.15000000000000002,73.4,162.0,7.5,117.0,2821,2005.0,Action,Activision,Treyarch,T
5373,State of Emergency,1.93,0.99,0.0,0.23,69.0,55.0,6.0,44.0,1000,2002.0,Action,Take-Two Interactive,VIS Entertainment,M
5374,State of Emergency,1.93,0.99,0.0,0.23,69.0,55.0,6.0,44.0,8383,2003.0,Action,Take-Two Interactive,VIS Entertainment,M
1256,DiRT 3,1.93,0.5,0.02,0.31000000000000005,86.66666666666667,156.0,7.033333333333334,721.0,8766,2011.0,Racing,Codemasters,Codemasters,T
1254,DiRT 3,1.93,0.5,0.02,0.31000000000000005,86.66666666666667,156.0,7.033333333333334,721.0,1961,2011.0,Racing,Codemasters,Codemasters,T
1255,DiRT 3,1.93,0.5,0.02,0.31000000000000005,86.66666666666667,156.0,7.033333333333334,721.0,2860,2011.0,Racing,Codemasters,Codemasters,T
1110,Darksiders II,1.9299999999999997,0.9000000000000001,0.01,0.24000000000000002,83.25,161.0,7.7749999999999995,1684.0,8764,2012.0,Action,Nordic Games,Vigil Games,M
1109,Darksiders II,1.9299999999999997,0.9000000000000001,0.01,0.24000000000000002,83.25,161.0,7.7749999999999995,1684.0,2590,2012.0,Action,THQ,Vigil Games,M
1111,Darksiders II,1.9299999999999997,0.9000000000000001,0.01,0.24000000000000002,83.25,161.0,7.7749999999999995,1684.0,8770,2012.0,Action,THQ,Vigil Games,M
1108,Darksiders II,1.9299999999999997,0.9000000000000001,0.01,0.24000000000000002,83.25,161.0,7.7749999999999995,1684.0,2451,2012.0,Action,THQ,Vigil Games,M
4365,Pro Evolution Soccer 2013,1.9200000000000002,0.26,0.49,0.28,81.33333333333333,78.0,6.833333333333333,405.0,11391,2012.0,Sports,Konami Digital Entertainment,Konami,E
4363,Pro Evolution Soccer 2013,1.9200000000000002,0.26,0.49,0.28,81.33333333333333,78.0,6.833333333333333,405.0,1221,2012.0,Sports,Konami Digital Entertainment,Konami,E
4364,Pro Evolution Soccer 2013,1.9200000000000002,0.26,0.49,0.28,81.33333333333333,78.0,6.833333333333333,405.0,5793,2012.0,Sports,Konami Digital Entertainment,Konami,E
3228,Mario Party: Island Tour,1.92,0.62,0.55,0.11,57.0,47.0,6.3,117.0,901,2013.0,Misc,Nintendo,"Nintendo, Nd Cube",E
5932,The Sims: Makin' Magic,1.92,1.03,0.0,0.09,80.0,22.0,8.6,31.0,900,2003.0,Simulation,Electronic Arts,Maxis,T
4540,Red Faction,1.92,0.76,0.0,0.2,88.0,25.0,8.0,69.0,899,2001.0,Shooter,THQ,Volition Inc.,M
3147,Madden NFL 2004,1.9100000000000001,1.64,0.0,0.07,85.33333333333333,55.0,7.533333333333334,70.0,3889,2003.0,Sports,Electronic Arts,EA Tiburon,E
3148,Madden NFL 2004,1.9100000000000001,1.64,0.0,0.07,85.33333333333333,55.0,7.533333333333334,70.0,5708,2003.0,Sports,Electronic Arts,BudCat,E
3146,Madden NFL 2004,1.9100000000000001,1.64,0.0,0.07,85.33333333333333,55.0,7.533333333333334,70.0,1881,2003.0,Sports,Electronic Arts,EA Tiburon,E
649,Brutal Legend,1.91,1.1600000000000001,0.0,0.22,82.5,149.0,7.8,430.0,2118,2009.0,Action,Electronic Arts,Double Fine Productions,M
650,Brutal Legend,1.91,1.1600000000000001,0.0,0.22,82.5,149.0,7.8,430.0,2200,2009.0,Action,Electronic Arts,Double Fine Productions,M
2956,LittleBigPlanet 3,1.91,0.66,0.01,0.31,79.0,78.0,7.1,506.0,908,2014.0,Platform,Sony Computer Entertainment,Sumo Digital,E
3367,Metal Gear Rising: Revengeance,1.9,0.75,0.44,0.2,81.0,107.0,7.85,1104.0,1358,2013.0,Action,Konami Digital Entertainment,PlatinumGames,M
6737,XCOM: Enemy Unknown,1.9,0.87,0.0,0.23,89.33333333333333,112.0,8.233333333333333,2897.0,3499,2012.0,Strategy,Take-Two Interactive,Firaxis Games,M
3368,Metal Gear Rising: Revengeance,1.9,0.75,0.44,0.2,81.0,107.0,7.85,1104.0,4109,2013.0,Action,Konami Digital Entertainment,PlatinumGames,M
5324,Star Wars Rogue Leader: Rogue Squadron II,1.9,1.03,0.03,0.09,90.0,45.0,8.6,80.0,909,2001.0,Simulation,LucasArts,Factor 5,T
6736,XCOM: Enemy Unknown,1.9,0.87,0.0,0.23,89.33333333333333,112.0,8.233333333333333,2897.0,3220,2012.0,Strategy,Take-Two Interactive,Firaxis Games,M
6735,XCOM: Enemy Unknown,1.9,0.87,0.0,0.23,89.33333333333333,112.0,8.233333333333333,2897.0,2865,2012.0,Strategy,Take-Two Interactive,Firaxis Games,M
1905,Fight Night Champion,1.8900000000000001,0.8500000000000001,0.0,0.25,85.0,111.0,7.35,200.0,2623,2011.0,Fighting,Electronic Arts,EA Canada,M
2368,Harry Potter and the Deathly Hallows - Part 1,1.8900000000000001,0.83,0.0,0.21000000000000002,42.0,88.0,4.58,117.0,10617,2010.0,Action,Electronic Arts,EA Bright Light,T
2366,Harry Potter and the Deathly Hallows - Part 1,1.8900000000000001,0.83,0.0,0.21000000000000002,42.0,88.0,4.58,117.0,4744,2010.0,Action,Electronic Arts,Full Fat,E10+
2365,Harry Potter and the Deathly Hallows - Part 1,1.8900000000000001,0.83,0.0,0.21000000000000002,42.0,88.0,4.58,117.0,4356,2010.0,Action,Electronic Arts,EA Bright Light,T
2364,Harry Potter and the Deathly Hallows - Part 1,1.8900000000000001,0.83,0.0,0.21000000000000002,42.0,88.0,4.58,117.0,3738,2010.0,Action,Electronic Arts,Electronic Arts,T
6026,Tiger Woods PGA Tour 11,1.8900000000000001,0.88,0.0,0.24,80.33333333333333,120.0,7.6000000000000005,59.0,2486,2010.0,Sports,Electronic Arts,EA Sports,E
1904,Fight Night Champion,1.8900000000000001,0.8500000000000001,0.0,0.25,85.0,111.0,7.35,200.0,1839,2011.0,Fighting,Electronic Arts,EA Canada,M
6027,Tiger Woods PGA Tour 11,1.8900000000000001,0.88,0.0,0.24,80.33333333333333,120.0,7.6000000000000005,59.0,3711,2010.0,Sports,Electronic Arts,EA Sports,E
2367,Harry Potter and the Deathly Hallows - Part 1,1.8900000000000001,0.83,0.0,0.21000000000000002,42.0,88.0,4.58,117.0,4881,2010.0,Action,Electronic Arts,EA Bright Light,T
6028,Tiger Woods PGA Tour 11,1.8900000000000001,0.88,0.0,0.24,80.33333333333333,120.0,7.6000000000000005,59.0,3825,2010.0,Sports,Electronic Arts,EA Sports,E
4108,Operation Flashpoint: Dragon Rising,1.8900000000000001,0.61,0.07,0.28,76.33333333333333,118.0,6.400000000000001,704.0,13063,2009.0,Shooter,Codemasters,Codemasters,M
4107,Operation Flashpoint: Dragon Rising,1.8900000000000001,0.61,0.07,0.28,76.33333333333333,118.0,6.400000000000001,704.0,2287,2009.0,Shooter,Codemasters,Codemasters,M
4106,Operation Flashpoint: Dragon Rising,1.8900000000000001,0.61,0.07,0.28,76.33333333333333,118.0,6.400000000000001,704.0,2230,2009.0,Shooter,Codemasters,Codemasters,M
3234,Mario Super Sluggers,1.89,1.48,0.29,0.12,69.0,31.0,7.8,58.0,911,2008.0,Sports,Nintendo,Namco Bandai Games,E
2401,Harry Potter: Quidditch World Cup,1.88,1.17,0.0,0.14,64.5,57.0,7.725,50.0,2318,2003.0,Sports,Electronic Arts,Magic Pockets,E
2402,Harry Potter: Quidditch World Cup,1.88,1.17,0.0,0.14,64.5,57.0,7.725,50.0,4780,2003.0,Sports,Electronic Arts,Electronic Arts,E
2403,Harry Potter: Quidditch World Cup,1.88,1.17,0.0,0.14,64.5,57.0,7.725,50.0,4956,2003.0,Sports,Electronic Arts,Magic Pockets,E
2404,Harry Potter: Quidditch World Cup,1.88,1.17,0.0,0.14,64.5,57.0,7.725,50.0,7958,2003.0,Sports,Electronic Arts,Electronic Arts,E
6255,Toy Story Mania!,1.88,1.04,0.0,0.18,49.0,15.0,6.6,13.0,922,2009.0,Misc,Disney Interactive Studios,Papaya Studios,E
3675,NBA 2K9,1.88,1.56,0.0,0.16,83.0,62.0,7.1,81.0,3273,2008.0,Sports,Take-Two Interactive,Visual Concepts,E
3674,NBA 2K9,1.88,1.56,0.0,0.16,83.0,62.0,7.1,81.0,1556,2008.0,Sports,Take-Two Interactive,Visual Concepts,E
2107,Game Party 2,1.88,1.28,0.0,0.17,29.0,7.0,4.6,7.0,916,2008.0,Misc,Midway Games,Midway,E
4155,Pac-Man World 2,1.88,1.54,0.0,0.22,73.5,37.0,8.05,45.0,5117,2002.0,Action,Nintendo,Namco,E
4154,Pac-Man World 2,1.88,1.54,0.0,0.22,73.5,37.0,8.05,45.0,1240,2002.0,Action,Namco Bandai Games,Namco,E
5293,Star Fox Adventures,1.87,0.96,0.3,0.09,82.0,39.0,7.7,145.0,925,2002.0,Adventure,Nintendo,Rare Ltd.,T
6095,Tom Clancy's Ghost Recon Advanced Warfighter,1.87,1.6099999999999999,0.02,0.11,78.0,92.0,7.0,242.0,5435,2006.0,Shooter,Ubisoft,Ubisoft Shanghai,T
6094,Tom Clancy's Ghost Recon Advanced Warfighter,1.87,1.6099999999999999,0.02,0.11,78.0,92.0,7.0,242.0,1215,2006.0,Shooter,Ubisoft,Ubisoft Paris,T
3068,MVP Baseball 2005,1.87,1.51,0.0,0.22,87.5,45.0,8.649999999999999,63.0,5521,2005.0,Sports,Electronic Arts,EA Sports,E
3067,MVP Baseball 2005,1.87,1.51,0.0,0.22,87.5,45.0,8.649999999999999,63.0,1217,2005.0,Sports,Electronic Arts,EA Sports,E
2321,Gun,1.8699999999999999,1.5,0.0,0.18,77.66666666666667,125.0,8.366666666666667,107.0,1719,2005.0,Shooter,Activision,Neversoft Entertainment,M
2323,Gun,1.8699999999999999,1.5,0.0,0.18,77.66666666666667,125.0,8.366666666666667,107.0,8113,2005.0,Shooter,Activision,Neversoft Entertainment,M
2322,Gun,1.8699999999999999,1.5,0.0,0.18,77.66666666666667,125.0,8.366666666666667,107.0,3854,2005.0,Shooter,Activision,Neversoft Entertainment,M
5726,The Golden Compass,1.86,0.85,0.0,0.54,42.5,59.0,4.75,44.0,3826,2007.0,Action,Sega,Shiny Entertainment,E10+
5728,The Golden Compass,1.86,0.85,0.0,0.54,42.5,59.0,4.75,44.0,6109,2007.0,Action,Sega,Shiny Entertainment,E10+
856,Chrono Cross,1.86,0.62,0.69,0.12,94.0,16.0,8.1,297.0,939,1999.0,Role-Playing,SquareSoft,SquareSoft,T
5725,The Golden Compass,1.86,0.85,0.0,0.54,42.5,59.0,4.75,44.0,3351,2007.0,Action,Sega,Artificial Mind and Movement,E10+
5784,The Legend of Dragoon,1.86,0.94,0.39,0.1,74.0,12.0,8.4,248.0,934,1999.0,Role-Playing,Sony Computer Entertainment,SCEI,T
5727,The Golden Compass,1.86,0.85,0.0,0.54,42.5,59.0,4.75,44.0,4272,2007.0,Action,Sega,Shiny Entertainment,E10+
4844,Scarface: The World is Yours,1.8599999999999999,1.49,0.0,0.19,73.75,128.0,8.225,245.0,1695,2006.0,Action,Vivendi Games,Radical Entertainment,M
4845,Scarface: The World is Yours,1.8599999999999999,1.49,0.0,0.19,73.75,128.0,8.225,245.0,4038,2006.0,Action,Vivendi Games,Radical Entertainment,M
1125,Dave Mirra Freestyle BMX 2,1.8599999999999999,1.03,0.0,0.2,78.33333333333333,54.0,8.0,34.0,7655,2001.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
4846,Scarface: The World is Yours,1.8599999999999999,1.49,0.0,0.19,73.75,128.0,8.225,245.0,9108,2007.0,Action,Vivendi Games,Radical Entertainment,M
1123,Dave Mirra Freestyle BMX 2,1.8599999999999999,1.03,0.0,0.2,78.33333333333333,54.0,8.0,34.0,1406,2001.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
4847,Scarface: The World is Yours,1.8599999999999999,1.49,0.0,0.19,73.75,128.0,8.225,245.0,14038,2006.0,Action,Vivendi Games,Radical Entertainment,M
5974,The Witcher 2: Assassins of Kings,1.8599999999999999,0.73,0.02,0.22000000000000003,88.0,158.0,8.4,5196.0,2151,2011.0,Action,Namco Bandai Games,CD Projekt Red Studio,M
5975,The Witcher 2: Assassins of Kings,1.8599999999999999,0.73,0.02,0.22000000000000003,88.0,158.0,8.4,5196.0,2298,2012.0,Action,Namco Bandai Games,CD Projekt Red Studio,M
1124,Dave Mirra Freestyle BMX 2,1.8599999999999999,1.03,0.0,0.2,78.33333333333333,54.0,8.0,34.0,6225,2001.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
6031,Tiger Woods PGA Tour 12: The Masters,1.85,1.12,0.0,0.19,81.66666666666667,105.0,6.699999999999999,49.0,5341,2011.0,Sports,Electronic Arts,Electronic Arts,E
6030,Tiger Woods PGA Tour 12: The Masters,1.85,1.12,0.0,0.19,81.66666666666667,105.0,6.699999999999999,49.0,3264,2011.0,Sports,Electronic Arts,Electronic Arts,E
3080,MX vs. ATV Untamed,1.85,1.5,0.0,0.18,65.0,96.0,7.425,39.0,2974,2007.0,Racing,THQ,Rainbow Studios,E
2756,Kingdom Hearts: Chain of Memories,1.85,1.26,0.35,0.06,76.0,37.0,7.9,84.0,941,2004.0,Role-Playing,Square Enix,Jupiter Corporation,E
3083,MX vs. ATV Untamed,1.85,1.5,0.0,0.18,65.0,96.0,7.425,39.0,5532,2008.0,Racing,THQ,Rainbow Studios,E
3081,MX vs. ATV Untamed,1.85,1.5,0.0,0.18,65.0,96.0,7.425,39.0,4267,2007.0,Racing,THQ,Rainbow Studios,E
6029,Tiger Woods PGA Tour 12: The Masters,1.85,1.12,0.0,0.19,81.66666666666667,105.0,6.699999999999999,49.0,2342,2011.0,Sports,Electronic Arts,Electronic Arts,E
2608,Jak 3,1.85,1.33,0.0,0.03,84.0,55.0,8.6,246.0,940,2004.0,Platform,Sony Computer Entertainment,Naughty Dog,T
3082,MX vs. ATV Untamed,1.85,1.5,0.0,0.18,65.0,96.0,7.425,39.0,5023,2007.0,Racing,THQ,Rainbow Studios,E
4215,Phineas and Ferb,1.84,1.32,0.0,0.15,80.0,4.0,4.5,8.0,946,2009.0,Action,Disney Interactive Studios,Altron,E
6160,Tomb Raider: Anniversary,1.84,0.44999999999999996,0.0,0.3,77.75,113.0,7.975,334.0,14158,2007.0,Action,Eidos Interactive,Nixxes Software,T
6159,Tomb Raider: Anniversary,1.84,0.44999999999999996,0.0,0.3,77.75,113.0,7.975,334.0,4858,2007.0,Action,Eidos Interactive,Crystal Dynamics,T
6157,Tomb Raider: Anniversary,1.84,0.44999999999999996,0.0,0.3,77.75,113.0,7.975,334.0,2430,2007.0,Action,Eidos Interactive,Crystal Dynamics,T
6158,Tomb Raider: Anniversary,1.84,0.44999999999999996,0.0,0.3,77.75,113.0,7.975,334.0,3544,2007.0,Action,Eidos Interactive,Crystal Dynamics,T
3252,Marvel Nemesis: Rise of the Imperfects,1.83,1.52,0.0,0.15000000000000002,51.4,104.0,6.94,136.0,11316,2005.0,Fighting,Electronic Arts,"EA Canada, Sensory Sweep",E10+
2774,Kirby: Triple Deluxe,1.83,0.61,0.79,0.09,80.0,68.0,8.8,206.0,952,2014.0,Platform,Nintendo,HAL Labs,E
5125,Sonic Classic Collection,1.83,0.92,0.0,0.17,70.0,24.0,7.5,28.0,955,2010.0,Platform,Sega,Creative Assembly,E
3250,Marvel Nemesis: Rise of the Imperfects,1.83,1.52,0.0,0.15000000000000002,51.4,104.0,6.94,136.0,5666,2005.0,Fighting,Electronic Arts,EA Canada,T
3251,Marvel Nemesis: Rise of the Imperfects,1.83,1.52,0.0,0.15000000000000002,51.4,104.0,6.94,136.0,6115,2005.0,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
3249,Marvel Nemesis: Rise of the Imperfects,1.83,1.52,0.0,0.15000000000000002,51.4,104.0,6.94,136.0,4991,2005.0,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
3248,Marvel Nemesis: Rise of the Imperfects,1.83,1.52,0.0,0.15000000000000002,51.4,104.0,6.94,136.0,2649,2005.0,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
5929,The Sims: Hot Date,1.82,1.81,0.0,0.0,85.0,17.0,7.9,70.0,962,2001.0,Simulation,Electronic Arts,Maxis,T
644,Brothers in Arms: Hell's Highway,1.82,0.9099999999999999,0.0,0.24,77.0,135.0,8.066666666666668,349.0,15190,2008.0,Shooter,Ubisoft,Gearbox Software,M
643,Brothers in Arms: Hell's Highway,1.82,0.9099999999999999,0.0,0.24,77.0,135.0,8.066666666666668,349.0,2405,2008.0,Shooter,Ubisoft,Gearbox Software,M
642,Brothers in Arms: Hell's Highway,1.82,0.9099999999999999,0.0,0.24,77.0,135.0,8.066666666666668,349.0,2235,2008.0,Shooter,Ubisoft,Gearbox Software,M
1217,Demon's Souls,1.82,0.97,0.35,0.17,89.0,81.0,8.9,1441.0,963,2009.0,Role-Playing,Namco Bandai Games,From Software,M
6671,World of Warcraft: Mists of Pandaria,1.82,0.84,0.0,0.22,82.0,42.0,4.8,1265.0,959,2012.0,Role-Playing,Activision,Blizzard Entertainment,T
6816,inFAMOUS 2,1.82,1.05,0.08,0.22,83.0,90.0,8.4,932.0,958,2011.0,Action,Sony Computer Entertainment,Sucker Punch,T
992,Crash: Mind Over Mutant,1.8199999999999998,1.2,0.0,0.17,62.0,74.0,6.3500000000000005,83.0,3958,2008.0,Platform,Vivendi Games,Radical Entertainment,E10+
995,Crash: Mind Over Mutant,1.8199999999999998,1.2,0.0,0.17,62.0,74.0,6.3500000000000005,83.0,4613,2008.0,Platform,Vivendi Games,TOSE,E
994,Crash: Mind Over Mutant,1.8199999999999998,1.2,0.0,0.17,62.0,74.0,6.3500000000000005,83.0,4544,2008.0,Platform,Vivendi Games,Radical Entertainment,E10+
5099,Sniper Elite V2,1.8199999999999998,0.8400000000000001,0.08,0.21000000000000002,65.0,63.0,6.5,253.0,15379,2013.0,Shooter,505 Games,Rebellion,M
5098,Sniper Elite V2,1.8199999999999998,0.8400000000000001,0.08,0.21000000000000002,65.0,63.0,6.5,253.0,2470,2012.0,Shooter,505 Games,Rebellion,M
5097,Sniper Elite V2,1.8199999999999998,0.8400000000000001,0.08,0.21000000000000002,65.0,63.0,6.5,253.0,2152,2012.0,Shooter,505 Games,Rebellion,M
3760,NCAA Football 12,1.8199999999999998,1.72,0.0,0.11,82.0,42.0,6.199999999999999,90.0,2078,2011.0,Sports,Electronic Arts,EA Sports,E
993,Crash: Mind Over Mutant,1.8199999999999998,1.2,0.0,0.17,62.0,74.0,6.3500000000000005,83.0,4169,2008.0,Platform,Vivendi Games,Radical Entertainment,E10+
3761,NCAA Football 12,1.8199999999999998,1.72,0.0,0.11,82.0,42.0,6.199999999999999,90.0,2484,2011.0,Sports,Electronic Arts,EA Sports,E
6440,Virtua Fighter 4,1.81,0.78,0.56,0.04,94.0,36.0,8.0,84.0,967,2002.0,Fighting,Sega,Sega AM2,T
1040,DDRMAX2: Dance Dance Revolution,1.81,1.05,0.0,0.18,82.0,27.0,8.2,11.0,965,2003.0,Simulation,Konami Digital Entertainment,Konami,E
5077,Sly 2: Band of Thieves,1.81,0.88,0.0,0.23,88.0,64.0,9.0,178.0,969,2004.0,Platform,Sony Computer Entertainment,Sucker Punch,E
3636,NBA 2K10,1.81,1.63,0.01,0.15000000000000002,82.5,76.0,7.699999999999999,73.0,2112,2009.0,Sports,Take-Two Interactive,Visual Concepts,E
3637,NBA 2K10,1.81,1.63,0.01,0.15000000000000002,82.5,76.0,7.699999999999999,73.0,2458,2009.0,Sports,Take-Two Interactive,Visual Concepts,E
5117,Sonic Advance 2,1.8,0.93,0.21,0.07,83.0,23.0,8.3,46.0,971,2002.0,Platform,Sega,Dimps Corporation,E
2021,Forza Motorsport 6,1.8,0.73,0.03,0.14,87.0,85.0,7.9,863.0,975,2015.0,Racing,Microsoft Game Studios,Turn 10,E
6475,WWE 2K16,1.7999999999999998,0.73,0.0,0.25,72.5,65.0,6.550000000000001,312.0,3401,2015.0,Sports,Take-Two Interactive,Yuke's,T
6474,WWE 2K16,1.7999999999999998,0.73,0.0,0.25,72.5,65.0,6.550000000000001,312.0,1658,2015.0,Sports,Take-Two Interactive,Yuke's,T
6081,Tom Clancy's EndWar,1.7900000000000003,1.09,0.02,0.21000000000000002,71.6,138.0,6.44,149.0,2272,2008.0,Strategy,Ubisoft,Ubisoft Shanghai,T
6083,Tom Clancy's EndWar,1.7900000000000003,1.09,0.02,0.21000000000000002,71.6,138.0,6.44,149.0,10045,2008.0,Strategy,Ubisoft,"Funatics Software, Funatics",T
6084,Tom Clancy's EndWar,1.7900000000000003,1.09,0.02,0.21000000000000002,71.6,138.0,6.44,149.0,11034,2008.0,Strategy,Ubisoft,"Funatics Software, Funatics",T
6085,Tom Clancy's EndWar,1.7900000000000003,1.09,0.02,0.21000000000000002,71.6,138.0,6.44,149.0,15246,2009.0,Strategy,Ubisoft,Ubisoft Shanghai,T
6082,Tom Clancy's EndWar,1.7900000000000003,1.09,0.02,0.21000000000000002,71.6,138.0,6.44,149.0,3071,2008.0,Strategy,Ubisoft,Ubisoft Shanghai,T
1678,Evolve,1.79,0.8099999999999999,0.05,0.22999999999999998,75.66666666666667,116.0,4.566666666666666,2199.0,3168,2015.0,Shooter,Take-Two Interactive,Turtle Rock Studios,M
1679,Evolve,1.79,0.8099999999999999,0.05,0.22999999999999998,75.66666666666667,116.0,4.566666666666666,2199.0,7875,2015.0,Shooter,Take-Two Interactive,Turtle Rock Studios,M
3406,Metroid Prime 3: Corruption,1.79,0.89,0.07,0.09,90.0,62.0,8.9,491.0,977,2007.0,Shooter,Nintendo,Retro Studios,T
1677,Evolve,1.79,0.8099999999999999,0.05,0.22999999999999998,75.66666666666667,116.0,4.566666666666666,2199.0,2137,2015.0,Shooter,Take-Two Interactive,Turtle Rock Studios,M
4518,Rayman Raving Rabbids,1.78,1.5299999999999998,0.02,0.14,64.25,89.0,7.225,174.0,1360,2006.0,Misc,Ubisoft,Ubisoft Montpellier,E
4521,Rayman Raving Rabbids,1.78,1.5299999999999998,0.02,0.14,64.25,89.0,7.225,174.0,16169,2006.0,Misc,Ubisoft,Ubisoft Bulgaria,E
5719,The Getaway: Black Monday,1.78,0.39,0.02,0.36,57.0,53.0,7.6,47.0,983,2004.0,Action,Sony Computer Entertainment,SCEE London Studio,M
4519,Rayman Raving Rabbids,1.78,1.5299999999999998,0.02,0.14,64.25,89.0,7.225,174.0,7428,2007.0,Misc,Ubisoft,Ubisoft Montpellier,E
4520,Rayman Raving Rabbids,1.78,1.5299999999999998,0.02,0.14,64.25,89.0,7.225,174.0,8991,2007.0,Misc,Ubisoft,Ubisoft Bulgaria,E
6062,TimeSplitters 2,1.7799999999999998,0.97,0.0,0.10999999999999999,88.66666666666667,71.0,8.5,226.0,3152,2002.0,Shooter,Eidos Interactive,Free Radical Design,T
6061,TimeSplitters 2,1.7799999999999998,0.97,0.0,0.10999999999999999,88.66666666666667,71.0,8.5,226.0,2928,2002.0,Shooter,Eidos Interactive,Free Radical Design,T
116,Alien: Isolation,1.7799999999999998,0.56,0.04,0.22000000000000003,79.33333333333333,115.0,8.1,2697.0,9036,2014.0,Shooter,Sega,Creative Assembly,M
115,Alien: Isolation,1.7799999999999998,0.56,0.04,0.22000000000000003,79.33333333333333,115.0,8.1,2697.0,3909,2014.0,Shooter,Sega,Creative Assembly,M
114,Alien: Isolation,1.7799999999999998,0.56,0.04,0.22000000000000003,79.33333333333333,115.0,8.1,2697.0,1812,2014.0,Shooter,Sega,Creative Assembly,M
6063,TimeSplitters 2,1.7799999999999998,0.97,0.0,0.10999999999999999,88.66666666666667,71.0,8.5,226.0,4443,2002.0,Shooter,Eidos Interactive,Free Radical Design,T
5799,The Legend of Spyro: Dawn of the Dragon,1.77,0.9500000000000001,0.0,0.2,60.5,77.0,6.7749999999999995,91.0,5739,2008.0,Platform,Vivendi Games,Etranges Libellules,E10+
5798,The Legend of Spyro: Dawn of the Dragon,1.77,0.9500000000000001,0.0,0.2,60.5,77.0,6.7749999999999995,91.0,4439,2008.0,Platform,Vivendi Games,Etranges Libellules,E10+
1162,Dead or Alive 3,1.77,1.19,0.24,0.06,87.0,35.0,8.6,44.0,987,2001.0,Fighting,Microsoft Game Studios,Team Ninja,T
5797,The Legend of Spyro: Dawn of the Dragon,1.77,0.9500000000000001,0.0,0.2,60.5,77.0,6.7749999999999995,91.0,4244,2008.0,Platform,Vivendi Games,Etranges Libellules,E
5796,The Legend of Spyro: Dawn of the Dragon,1.77,0.9500000000000001,0.0,0.2,60.5,77.0,6.7749999999999995,91.0,3561,2008.0,Platform,Vivendi Games,Etranges Libellules,E10+
3759,NCAA Football 11,1.77,1.65,0.0,0.12,85.5,51.0,7.25,95.0,2448,2010.0,Sports,Electronic Arts,EA Tiburon,E
3758,NCAA Football 11,1.77,1.65,0.0,0.12,85.5,51.0,7.25,95.0,2242,2010.0,Sports,Electronic Arts,EA Tiburon,E
